ensimmaisetnovellit/ensimmaisetnovellit_0000.wav|I. Siihen aikaan, kun isä lampun osti, sanoi hän äidille näinikään: --Äiti hoi, kuulehan,--|I. Siihen aikaan, kun isä lampun osti, sanoi hän äidille näinikään: --Äiti hoi, kuulehan,--|7.43
ensimmaisetnovellit/ensimmaisetnovellit_0855.wav|On ne kulkevaiset aina hollimiesten mukana terveisiä laittaneet, että huonot on hevoset,|On ne kulkevaiset aina hollimiesten mukana terveisiä laittaneet, että huonot on hevoset,|8.04
ensimmaisetnovellit/ensimmaisetnovellit_0856.wav|ja äkäisimmät ovat panneet päiväkirjaankin, mutta vallesmanni on hyvä mies,|ja äkäisimmät ovat panneet päiväkirjaankin, mutta vallesmanni on hyvä mies,|6.39
ensimmaisetnovellit/ensimmaisetnovellit_0857.wav|kun kulkiessaan saa talvella kylmäänsä ryypyn ryypätä ja kesällä kuumaansa--|kun kulkiessaan saa talvella kylmäänsä ryypyn ryypätä ja kesällä kuumaansa--|6.9
ensimmaisetnovellit/ensimmaisetnovellit_0858.wav|Yksi puteli päivässä näin kuumalla omaan suuhunkin, ei se taloa hävitä--eikä kaksikaan putelia,|Yksi puteli päivässä näin kuumalla omaan suuhunkin, ei se taloa hävitä--eikä kaksikaan putelia,|7.17
ensimmaisetnovellit/ensimmaisetnovellit_0859.wav|kun muuten tarkasti elää---- Tätä tietä ne isännän ajatukset hiljalleen kävelevät,|kun muuten tarkasti elää---- Tätä tietä ne isännän ajatukset hiljalleen kävelevät,|8.55
ensimmaisetnovellit/ensimmaisetnovellit_0860.wav|välistä noin seisahtuen, välistä matkaansa jatkaen, ja niin ne joutuvat sinne,|välistä noin seisahtuen, välistä matkaansa jatkaen, ja niin ne joutuvat sinne,|7.51
ensimmaisetnovellit/ensimmaisetnovellit_0861.wav|mistä ensiksi lähtivätkin, että nimittäin kuuma on, ja sitten siihen, että hyvä on olla,|mistä ensiksi lähtivätkin, että nimittäin kuuma on, ja sitten siihen, että hyvä on olla,|8.27
ensimmaisetnovellit/ensimmaisetnovellit_0862.wav|eikä puutetta mitään ja viimeksi siihenkin, ettei yksi puteli olutta pahaa tee,|eikä puutetta mitään ja viimeksi siihenkin, ettei yksi puteli olutta pahaa tee,|7.05
ensimmaisetnovellit/ensimmaisetnovellit_0863.wav|eikä tee pahaa kaksikaan... Ja taas isäntä nousee, vähän vaikeammin kuin äsken,|eikä tee pahaa kaksikaan... Ja taas isäntä nousee, vähän vaikeammin kuin äsken,|8.0
ensimmaisetnovellit/ensimmaisetnovellit_0864.wav|menee ovesta ulos, pihan yli, ja siitä pihanpääkamarin ovesta sisään.|menee ovesta ulos, pihan yli, ja siitä pihanpääkamarin ovesta sisään.|6.55
ensimmaisetnovellit/ensimmaisetnovellit_0865.wav|Mutta hänen pihan yli mennessään muuan pääskyveitikka hänen päänsä päällitse hipaisee. --|Mutta hänen pihan yli mennessään muuan pääskyveitikka hänen päänsä päällitse hipaisee. --|8.87
ensimmaisetnovellit/ensimmaisetnovellit_0866.wav|Jo viep'! se huutaa ja lentää tallin ylisille--jo viep'!--|Jo viep'! se huutaa ja lentää tallin ylisille--jo viep'!--|7.33
ensimmaisetnovellit/ensimmaisetnovellit_0867.wav|ja silloin se jo lentää takaisin. Vaan sill'aikaa, kun isäntä viipyy kamarissa,|ja silloin se jo lentää takaisin. Vaan sill'aikaa, kun isäntä viipyy kamarissa,|9.33
ensimmaisetnovellit/ensimmaisetnovellit_0868.wav|ei taaskaan mitäkään tapahdu, ei sitäkään, jota silloin, kun hän siellä äsken oli--|ei taaskaan mitäkään tapahdu, ei sitäkään, jota silloin, kun hän siellä äsken oli--|7.48
ensimmaisetnovellit/ensimmaisetnovellit_0869.wav|se pääsky veitikkakin tuolla kaukana kylän päällä jo suikkelehtaa, toisia näkee ja toisia narraa.|se pääsky veitikkakin tuolla kaukana kylän päällä jo suikkelehtaa, toisia näkee ja toisia narraa.|9.42
ensimmaisetnovellit/ensimmaisetnovellit_0870.wav|Mutta kun isäntä taas kamaristaan tulee ja pihan yli kulkuansa suuntaa, silloin hänen korviinsa käypi|Mutta kun isäntä taas kamaristaan tulee ja pihan yli kulkuansa suuntaa, silloin hänen korviinsa käypi|8.97
ensimmaisetnovellit/ensimmaisetnovellit_0871.wav|tuolla kaukana ritiseväin kärrynpyöräin ääni... Kyytiköhän siellä ajanee--|tuolla kaukana ritiseväin kärrynpyöräin ääni... Kyytiköhän siellä ajanee--|9.14
ensimmaisetnovellit/ensimmaisetnovellit_0872.wav|saattaapa olla kyytikin--kaukana se vielä on, missä lie tuolla järven toisella puolen metsän takana.--|saattaapa olla kyytikin--kaukana se vielä on, missä lie tuolla järven toisella puolen metsän takana.--|9.12
ensimmaisetnovellit/ensimmaisetnovellit_0873.wav|Kyyti se onkin, joka siellä hiljalleen ajaa, ja kuka sen tietää, mitä sen tulosta vielä tapahtuu,|Kyyti se onkin, joka siellä hiljalleen ajaa, ja kuka sen tietää, mitä sen tulosta vielä tapahtuu,|7.78
ensimmaisetnovellit/ensimmaisetnovellit_0874.wav|vaikka isäntä ei sitä ajattelekaan, että sen tulosta saattaisi mitään tapahtua.--|vaikka isäntä ei sitä ajattelekaan, että sen tulosta saattaisi mitään tapahtua.--|9.3
ensimmaisetnovellit/ensimmaisetnovellit_0875.wav|Eikä hän nyt enää sitä muistakaan, että kuuli sieltä kärrynpyörien ritinän--hän painakse makuusijoilleen,|Eikä hän nyt enää sitä muistakaan, että kuuli sieltä kärrynpyörien ritinän--hän painakse makuusijoilleen,|8.0
ensimmaisetnovellit/ensimmaisetnovellit_0876.wav|pöyhöttää päänaluisen, laskee kätensä päänsä alle ja|pöyhöttää päänaluisen, laskee kätensä päänsä alle ja|6.69
ensimmaisetnovellit/ensimmaisetnovellit_0877.wav|puhelee itseksensä: --Ei se tule maksamaan, jos korittain ostaa,|puhelee itseksensä: --Ei se tule maksamaan, jos korittain ostaa,|7.62
ensimmaisetnovellit/ensimmaisetnovellit_0878.wav|kuin enintään viisikolmatta penniä puteli, ja se ei ole paljon päivässä--maksaahan se sinukkakin sen--|kuin enintään viisikolmatta penniä puteli, ja se ei ole paljon päivässä--maksaahan se sinukkakin sen--|9.61
ensimmaisetnovellit/ensimmaisetnovellit_0879.wav|ja jos kaksikin kuumimpana päivänä juo, niin ei sitten sadepäivänä juo yhtään--|ja jos kaksikin kuumimpana päivänä juo, niin ei sitten sadepäivänä juo yhtään--|6.63
ensimmaisetnovellit/ensimmaisetnovellit_0880.wav|maksaahan se sinukkakin sen, jos kaikki lukuun ottaa, lehmän ruuat ja hoidon|maksaahan se sinukkakin sen, jos kaikki lukuun ottaa, lehmän ruuat ja hoidon|7.45
ensimmaisetnovellit/ensimmaisetnovellit_0881.wav|ja piikain palkat ja kaikki.--Ja mikäpä sitten, jos olisikin vähän kalliimpaa--|ja piikain palkat ja kaikki.--Ja mikäpä sitten, jos olisikin vähän kalliimpaa--|7.39
ensimmaisetnovellit/ensimmaisetnovellit_0882.wav|olutkauppa kuitenkin itsensä kannattaa eikä moni kyydillä ajava sitä kysymättä talosta lähde.--|olutkauppa kuitenkin itsensä kannattaa eikä moni kyydillä ajava sitä kysymättä talosta lähde.--|8.35
ensimmaisetnovellit/ensimmaisetnovellit_0883.wav|Viisikymmentä penniä putelilta, johan siitä kannattaa itsekin juoda.--|Viisikymmentä penniä putelilta, johan siitä kannattaa itsekin juoda.--|5.77
ensimmaisetnovellit/ensimmaisetnovellit_0884.wav|Kunpa nyt taas kyytejä kulkisi--joutaisinhan minä tässä herroja rahteerailemaan--|Kunpa nyt taas kyytejä kulkisi--joutaisinhan minä tässä herroja rahteerailemaan--|9.3
ensimmaisetnovellit/ensimmaisetnovellit_0885.wav|mikähän lienee se ajava, jonka kärryt siellä ritisi-- mutta kovemminhan se kyyti ajaisi.--|mikähän lienee se ajava, jonka kärryt siellä ritisi-- mutta kovemminhan se kyyti ajaisi.--|7.85
ensimmaisetnovellit/ensimmaisetnovellit_0886.wav|Oikein hyvä olisi, jos kyytejä tulisi, ei olisi pakko hevosta antaa, ja|Oikein hyvä olisi, jos kyytejä tulisi, ei olisi pakko hevosta antaa, ja|5.95
ensimmaisetnovellit/ensimmaisetnovellit_0887.wav|tottapahan odottaessaan jotain ikäviinsä joisivat--ja ehkä isännällekin tarjoisivat--|tottapahan odottaessaan jotain ikäviinsä joisivat--ja ehkä isännällekin tarjoisivat--|7.31
ensimmaisetnovellit/ensimmaisetnovellit_0888.wav|tarjoo ne muutamat isännällekin.--Se Kuopion posti on toistakymmentä markkaa vielä velkaa--|tarjoo ne muutamat isännällekin.--Se Kuopion posti on toistakymmentä markkaa vielä velkaa--|7.56
ensimmaisetnovellit/ensimmaisetnovellit_0889.wav|milloinhan maksanee?--Kylläpä nyt raukaisee ... taitaa olla ukkonen ilmassa ...|milloinhan maksanee?--Kylläpä nyt raukaisee ... taitaa olla ukkonen ilmassa ...|8.78
ensimmaisetnovellit/ensimmaisetnovellit_0890.wav|kovinpa se nyt haukotuttaa... Onpa ne tuonne orsille heiniä ahtaneet--vaan sielläpä he ...|kovinpa se nyt haukotuttaa... Onpa ne tuonne orsille heiniä ahtaneet--vaan sielläpä he ...|9.12
ensimmaisetnovellit/ensimmaisetnovellit_0891.wav|hyvästi ... kuivavat... Ja siihen isäntä sitten nukkuu eikä edes untakaan näe--|hyvästi ... kuivavat... Ja siihen isäntä sitten nukkuu eikä edes untakaan näe--|9.95
ensimmaisetnovellit/ensimmaisetnovellit_0892.wav|ei minkäänlaista. Hän nukkuu koko mies sieluineen, ruumiineen ja hengittää raskaasti.|ei minkäänlaista. Hän nukkuu koko mies sieluineen, ruumiineen ja hengittää raskaasti.|9.33
ensimmaisetnovellit/ensimmaisetnovellit_0893.wav|Ja jok'ikinen ajatuksen kipinäkin sammuu. Mutta sill'aikaa,|Ja jok'ikinen ajatuksen kipinäkin sammuu. Mutta sill'aikaa,|7.53
ensimmaisetnovellit/ensimmaisetnovellit_0894.wav|kun hän painuu yhä sikeämpään uneen, kun pää ja kädet yhä rennommiksi heinien päälle vaipuvat|kun hän painuu yhä sikeämpään uneen, kun pää ja kädet yhä rennommiksi heinien päälle vaipuvat|8.16
ensimmaisetnovellit/ensimmaisetnovellit_0895.wav|ja makea vetonen suusta valuu, silloin tuolla ulkona alkavat Vahdin korvat nousta...|ja makea vetonen suusta valuu, silloin tuolla ulkona alkavat Vahdin korvat nousta...|8.46
ensimmaisetnovellit/ensimmaisetnovellit_0896.wav|Hän on nyt viimeinkin pirtin portaiden kupeella, kaksinkertaisessa varjossa siellä,|Hän on nyt viimeinkin pirtin portaiden kupeella, kaksinkertaisessa varjossa siellä,|7.28
ensimmaisetnovellit/ensimmaisetnovellit_0897.wav|itselleen mieluisen leposijan löytänyt, painanut päänsä käpäliensä varaan ja|itselleen mieluisen leposijan löytänyt, painanut päänsä käpäliensä varaan ja|6.75
ensimmaisetnovellit/ensimmaisetnovellit_0898.wav|silmänsä raukeasti ummistanut... Ja silloin tuolta naapurin törmästä|silmänsä raukeasti ummistanut... Ja silloin tuolta naapurin törmästä|6.82
ensimmaisetnovellit/ensimmaisetnovellit_0899.wav|alkaa kuulua semmoinen rätinä, että se on liian paljon, jotta sen Vahti saattaisi tyynellä mielellä|alkaa kuulua semmoinen rätinä, että se on liian paljon, jotta sen Vahti saattaisi tyynellä mielellä|8.66
ensimmaisetnovellit/ensimmaisetnovellit_0900.wav|suvaita tapahtuvaksi... Sieltä ajaa kyyti semmoisella huimalla vauhdilla,|suvaita tapahtuvaksi... Sieltä ajaa kyyti semmoisella huimalla vauhdilla,|8.17
ensimmaisetnovellit/ensimmaisetnovellit_0901.wav|kuin kyyti tavallisesti alamäessä ajaa ja viimeisellä virstalla. Pyöräin rätinä kiviseen maantiehen,|kuin kyyti tavallisesti alamäessä ajaa ja viimeisellä virstalla. Pyöräin rätinä kiviseen maantiehen,|9.72
ensimmaisetnovellit/ensimmaisetnovellit_0902.wav|se se aina muulloinkin Vahdin korviin pahasti käypi, mutta jos siihen vielä ruoskan läiskettä kuuluu ja|se se aina muulloinkin Vahdin korviin pahasti käypi, mutta jos siihen vielä ruoskan läiskettä kuuluu ja|7.97
ensimmaisetnovellit/ensimmaisetnovellit_0903.wav|hollimiehen huutoa, niin kauheasti hänen sydämensä siitä julmistuu. Ensin se murahtaa makuullaan,|hollimiehen huutoa, niin kauheasti hänen sydämensä siitä julmistuu. Ensin se murahtaa makuullaan,|9.54
ensimmaisetnovellit/ensimmaisetnovellit_0904.wav|sitten se hyppää ylös--ja ylös hyppää nukkuva hollimieskin, sillä hänen korvansa juuressa rämähtää koira|sitten se hyppää ylös--ja ylös hyppää nukkuva hollimieskin, sillä hänen korvansa juuressa rämähtää koira|8.76
ensimmaisetnovellit/ensimmaisetnovellit_0905.wav|niin rähäjävään haukuntaan, että kuuronkin korvat saattaisivat siitä lumpeuksiin mennä.|niin rähäjävään haukuntaan, että kuuronkin korvat saattaisivat siitä lumpeuksiin mennä.|8.73
ensimmaisetnovellit/ensimmaisetnovellit_0906.wav|Kovin on hollimies töperryksissä eikä tahdo maailmasta selville päästä, sillä aamiaisista asti on hän nukkunut sikeästi ja|Kovin on hollimies töperryksissä eikä tahdo maailmasta selville päästä, sillä aamiaisista asti on hän nukkunut sikeästi ja|9.82
ensimmaisetnovellit/ensimmaisetnovellit_0907.wav|päivän painamana. Polvilleen hän nyt ensiksi hypähtää, katselee haraten ympärilleen,|päivän painamana. Polvilleen hän nyt ensiksi hypähtää, katselee haraten ympärilleen,|8.47
ensimmaisetnovellit/ensimmaisetnovellit_0908.wav|mutta kaikki hän näkee kuin kallellaan. Hänestä tuntuu, kuin aurinko joka puolelta häntä suoraan silmiin paistaisi,|mutta kaikki hän näkee kuin kallellaan. Hänestä tuntuu, kuin aurinko joka puolelta häntä suoraan silmiin paistaisi,|9.95
ensimmaisetnovellit/ensimmaisetnovellit_0909.wav|mutta kun hän sen kuitenkin saa selkänsä taa, niin maailmakin jo sitä mukaa alkaa käydä selvemmäksi.|mutta kun hän sen kuitenkin saa selkänsä taa, niin maailmakin jo sitä mukaa alkaa käydä selvemmäksi.|8.63
ensimmaisetnovellit/ensimmaisetnovellit_0910.wav|Hän jo tuntee ruumiissaan, että hän on talon pihalla huoneiden välissä ja sitten jo näkeekin, mikä talo se on,|Hän jo tuntee ruumiissaan, että hän on talon pihalla huoneiden välissä ja sitten jo näkeekin, mikä talo se on,|8.28
ensimmaisetnovellit/ensimmaisetnovellit_0911.wav|jonka pihalla hän on, ja viimein hän keksii kievaripylväänkin,|jonka pihalla hän on, ja viimein hän keksii kievaripylväänkin,|5.46
ensimmaisetnovellit/ensimmaisetnovellit_0912.wav|joka tuolla aitan vieressä valkeapäisenä seisoo. Mutta sieltä aitan takaa näkyy vielä muutakin,|joka tuolla aitan vieressä valkeapäisenä seisoo. Mutta sieltä aitan takaa näkyy vielä muutakin,|9.84
ensimmaisetnovellit/ensimmaisetnovellit_0913.wav|vilkahtelee vähän väliä tuota Vahdin valkeata hännänpäätä ja kuuluu samaa melakkata, joka niin armottomasti|vilkahtelee vähän väliä tuota Vahdin valkeata hännänpäätä ja kuuluu samaa melakkata, joka niin armottomasti|9.9
ensimmaisetnovellit/ensimmaisetnovellit_0914.wav|nukkuvan korvaa särki. Vahti se sillä lailla vieraita vastaanottaa,|nukkuvan korvaa särki. Vahti se sillä lailla vieraita vastaanottaa,|6.98
ensimmaisetnovellit/ensimmaisetnovellit_0915.wav|eteenpäin hyökkää ja taapäin peräytyy, haukkuu koko sydämensä kyllyydestä, koska häntä,|eteenpäin hyökkää ja taapäin peräytyy, haukkuu koko sydämensä kyllyydestä, koska häntä,|8.07
ensimmaisetnovellit/ensimmaisetnovellit_0916.wav|parhaallaan juuri rauhaan päässyttä, tuolla tavalla turhanpäiten häiritään.|parhaallaan juuri rauhaan päässyttä, tuolla tavalla turhanpäiten häiritään.|8.91
ensimmaisetnovellit/ensimmaisetnovellit_0917.wav|Mutta koska se ei sen pahempaa ollutkaan, niin aikoo hollimies haukotellakin,|Mutta koska se ei sen pahempaa ollutkaan, niin aikoo hollimies haukotellakin,|6.27
ensimmaisetnovellit/ensimmaisetnovellit_0918.wav|ennenkuin ihan kokonaan seisoalleen nousee.|ennenkuin ihan kokonaan seisoalleen nousee.|4.26
ensimmaisetnovellit/ensimmaisetnovellit_0919.wav|Vaan silloinpa aitan takana jyrähtää, niin että pihamaakin jyrähtää,|Vaan silloinpa aitan takana jyrähtää, niin että pihamaakin jyrähtää,|5.99
ensimmaisetnovellit/ensimmaisetnovellit_0920.wav|Vahdin haukuntakin vähäksi aikaa häviää kärryjen rätinään, ja pihaan pelmahtaa kyyti,|Vahdin haukuntakin vähäksi aikaa häviää kärryjen rätinään, ja pihaan pelmahtaa kyyti,|7.87
ensimmaisetnovellit/ensimmaisetnovellit_0921.wav|laukalla laskien ja tomusta tupruten. --Pois eestä, joka elää tahtoo!--|laukalla laskien ja tomusta tupruten. --Pois eestä, joka elää tahtoo!--|9.13
ensimmaisetnovellit/ensimmaisetnovellit_0922.wav|se on iloisen kyytipojan tervehdys uniselle hollimiehelle, joka parahiksi ennättää hevosen jaloista syrjään hypätä.--|se on iloisen kyytipojan tervehdys uniselle hollimiehelle, joka parahiksi ennättää hevosen jaloista syrjään hypätä.--|9.82
ensimmaisetnovellit/ensimmaisetnovellit_0923.wav|Oletko sinä sydänmaakalainen vai mikä, kun et tiedä kyydin tieltä paeta--elä siinä leukojani levittele, vaan toimita hevosta!--|Oletko sinä sydänmaakalainen vai mikä, kun et tiedä kyydin tieltä paeta--elä siinä leukojani levittele, vaan toimita hevosta!--|8.93
ensimmaisetnovellit/ensimmaisetnovellit_0924.wav|Eikö hevosia saa vai mitä? --Missä lie isäntä--en minä tiedä, saaneeko--|Eikö hevosia saa vai mitä? --Missä lie isäntä--en minä tiedä, saaneeko--|7.51
ensimmaisetnovellit/ensimmaisetnovellit_0925.wav|ja hollimies nyt haukottelee äskeisenkin edestä ja ruopii korvallistaan, ruopii ensin yhtä,|ja hollimies nyt haukottelee äskeisenkin edestä ja ruopii korvallistaan, ruopii ensin yhtä,|7.76
ensimmaisetnovellit/ensimmaisetnovellit_0926.wav|sitten toista... --Olkaa hyvä ja etsikää isäntä ja käskekää hänen toimittaa hevonen-- meillä olisi kiire,--|sitten toista... --Olkaa hyvä ja etsikää isäntä ja käskekää hänen toimittaa hevonen-- meillä olisi kiire,--|9.27
ensimmaisetnovellit/ensimmaisetnovellit_0927.wav|sanovat herrat, joita on kaksi, toinen vanttera ja vahvan näköinen, toinen hennompi,|sanovat herrat, joita on kaksi, toinen vanttera ja vahvan näköinen, toinen hennompi,|8.42
ensimmaisetnovellit/ensimmaisetnovellit_0928.wav|ja sillä on matkalaukku kaulassaan ja silmälasit päässä. --Kuuletko sinä, herroilla on kiire--|ja sillä on matkalaukku kaulassaan ja silmälasit päässä. --Kuuletko sinä, herroilla on kiire--|8.45
ensimmaisetnovellit/ensimmaisetnovellit_0929.wav|jouduttakaa te hevonen yhtä pian valjaisiin, kuin minä oman riisun.--|jouduttakaa te hevonen yhtä pian valjaisiin, kuin minä oman riisun.--|6.53
ensimmaisetnovellit/ensimmaisetnovellit_0930.wav|Vikkelä poika onkin jo päästänyt valjaista kovasti tuhuttavan hevosensa.|Vikkelä poika onkin jo päästänyt valjaista kovasti tuhuttavan hevosensa.|6.34
ensimmaisetnovellit/ensimmaisetnovellit_0931.wav|Hollimiehellä ei itse asiassa ole mitään herrain kiirettä vastaankaan, mutta sanoohan kuitenkin totuttuun tapaansa, että »|Hollimiehellä ei itse asiassa ole mitään herrain kiirettä vastaankaan, mutta sanoohan kuitenkin totuttuun tapaansa, että|9.27
ensimmaisetnovellit/ensimmaisetnovellit_0932.wav|kylläpähän tässä ennätetään, jahka joudutaan», ja menee pirttiin. --Kyyti tuli,|kylläpähän tässä ennätetään, jahka joudutaan , ja menee pirttiin. --Kyyti tuli,|9.15
ensimmaisetnovellit/ensimmaisetnovellit_0933.wav|sanoo hän ja kopaisee isäntää jalkaan, mutta isäntä ei liikahdakaan.--|sanoo hän ja kopaisee isäntää jalkaan, mutta isäntä ei liikahdakaan.--|7.27
ensimmaisetnovellit/ensimmaisetnovellit_0934.wav|Kyyti tuli--kuulkaa isäntä--tahtovat hevosta.--Ei se nouse. --Ei se nouse,|Kyyti tuli--kuulkaa isäntä--tahtovat hevosta.--Ei se nouse. --Ei se nouse,|8.86
ensimmaisetnovellit/ensimmaisetnovellit_0935.wav|sanoo hän pihalla olevillekin ja ruopii korvallistaai!' --Survaise kylkeen--tottapahan nousee. --|sanoo hän pihalla olevillekin ja ruopii korvallistaai!' --Survaise kylkeen--tottapahan nousee. --|9.78
ensimmaisetnovellit/ensimmaisetnovellit_0936.wav|En minä--survaise itse. Kyytipoika on urhoollisempi, vaikka on pienempi... --|En minä--survaise itse. Kyytipoika on urhoollisempi, vaikka on pienempi... --|7.93
